Customer ID	Transaction ID	Date	Gender	Age	Product Category	Quantity	Price per Unit
CUST666	666	2023-02-02	Male	51	Electronics	3	50
CUST667	667	2023-08-01	Female	29	Electronics	1	500
CUST668	668	2023-07-28	Female	62	Electronics	3	50
CUST669	669	2023-06-19	Male	24	Beauty	4	300
CUST670	670	2023-10-05	Male	27	Beauty	1	30
CUST671	671	2023-08-27	Male	62	Electronics	3	50
CUST672	672	2023-08-01	Female	34	Beauty	2	50
CUST673	673	2023-02-01	Female	43	Clothing	3	500
CUST674	674	2023-04-16	Female	38	Clothing	1	300
CUST675	675	2023-08-04	Female	45	Clothing	2	30
CUST676	676	2023-07-19	Male	63	Electronics	3	500
CUST677	677	2023-10-27	Female	19	Beauty	3	500
CUST678	678	2023-12-23	Female	60	Electronics	3	300
CUST679	679	2023-01-11	Female	18	Beauty	3	30
CUST680	680	2023-10-22	Female	53	Clothing	3	300
CUST681	681	2023-07-14	Female	43	Electronics	2	30
CUST682	682	2023-09-02	Male	46	Beauty	4	300
CUST683	683	2023-01-04	Male	38	Beauty	2	500
CUST684	684	2023-06-30	Female	28	Clothing	2	500
CUST685	685	2023-06-02	Male	57	Electronics	2	25
CUST686	686	2023-07-19	Female	28	Electronics	4	50
CUST687	687	2023-08-03	Female	53	Electronics	1	300
CUST688	688	2023-10-03	Male	56	Clothing	4	25
CUST689	689	2023-10-07	Male	57	Electronics	2	50
CUST690	690	2023-11-05	Female	52	Clothing	3	300
CUST691	691	2023-04-23	Female	51	Clothing	3	30
CUST692	692	2023-09-07	Female	64	Clothing	2	50
CUST693	693	2023-04-23	Male	41	Beauty	3	500
CUST694	694	2023-05-20	Female	39	Electronics	2	25
CUST695	695	2023-08-12	Female	22	Electronics	3	50
CUST696	696	2023-09-06	Female	50	Clothing	4	50
CUST697	697	2023-01-15	Male	53	Clothing	1	500
CUST698	698	2023-07-19	Female	64	Electronics	1	300
CUST699	699	2023-06-22	Female	37	Clothing	4	30
CUST700	700	2023-12-09	Male	36	Electronics	4	500
CUST701	701	2023-12-14	Female	52	Beauty	2	30
CUST702	702	2023-07-27	Female	60	Clothing	2	300
CUST703	703	2023-03-26	Male	34	Electronics	2	50
CUST704	704	2023-08-28	Female	62	Clothing	3	30
CUST705	705	2023-03-07	Male	60	Electronics	2	25
CUST706	706	2023-11-15	Male	51	Electronics	4	25
CUST707	707	2023-10-01	Female	26	Clothing	1	500
CUST708	708	2023-01-14	Female	43	Beauty	3	300
CUST709	709	2023-07-21	Female	19	Electronics	2	500
CUST710	710	2023-10-31	Female	26	Electronics	3	500
CUST711	711	2023-10-16	Male	26	Electronics	3	500
CUST712	712	2023-12-06	Female	57	Beauty	2	25
CUST713	713	2023-01-14	Male	34	Beauty	3	25
CUST714	714	2023-02-12	Female	18	Clothing	1	500
CUST715	715	2023-11-26	Female	42	Beauty	4	25
CUST716	716	2023-08-08	Female	60	Clothing	4	300
CUST717	717	2023-03-11	Male	57	Clothing	1	500
CUST718	718	2023-08-25	Female	59	Beauty	3	25
CUST719	719	2023-04-04	Female	42	Clothing	2	30
CUST720	720	2023-01-26	Female	56	Beauty	3	500
CUST721	721	2023-05-14	Female	52	Clothing	1	500
CUST722	722	2023-07-14	Male	20	Beauty	3	300
CUST723	723	2023-06-17	Female	54	Beauty	4	50
CUST724	724	2023-04-19	Male	61	Clothing	3	50
CUST725	725	2023-08-21	Male	61	Electronics	1	300
CUST726	726	2023-06-17	Male	47	Clothing	4	300
CUST727	727	2023-06-22	Male	55	Beauty	3	300
CUST728	728	2023-07-14	Male	51	Electronics	3	50
CUST729	729	2023-05-23	Male	29	Clothing	4	300
CUST730	730	2023-08-04	Female	36	Clothing	2	25
CUST731	731	2023-05-10	Male	54	Clothing	4	500
CUST732	732	2023-02-11	Male	61	Electronics	2	500
CUST733	733	2023-08-29	Male	34	Beauty	1	30
CUST734	734	2023-01-10	Female	27	Clothing	1	30
CUST735	735	2023-10-04	Female	64	Clothing	4	500
CUST736	736	2023-01-27	Male	29	Clothing	4	25
CUST737	737	2023-06-29	Female	33	Clothing	1	50
CUST738	738	2023-04-25	Male	41	Clothing	2	50
CUST739	739	2023-11-29	Male	36	Beauty	1	25
CUST740	740	2023-02-05	Female	25	Beauty	4	50
CUST741	741	2023-11-30	Male	48	Clothing	1	300
CUST742	742	2023-01-21	Female	38	Electronics	4	500
CUST743	743	2023-01-16	Female	34	Beauty	4	500
CUST744	744	2023-05-07	Male	40	Electronics	1	25
CUST745	745	2023-04-13	Male	54	Beauty	2	50
CUST746	746	2023-01-11	Female	33	Clothing	3	30
CUST747	747	2023-11-15	Male	23	Beauty	1	30
CUST748	748	2023-03-20	Male	25	Clothing	3	50
CUST749	749	2023-05-03	Male	42	Beauty	1	30
CUST750	750	2023-03-06	Female	35	Clothing	3	25
CUST751	751	2023-08-31	Female	42	Clothing	2	25
CUST752	752	2023-12-09	Male	29	Clothing	2	50
CUST753	753	2023-02-28	Female	32	Clothing	1	30
CUST754	754	2023-10-16	Female	43	Electronics	4	25
CUST755	755	2023-04-22	Female	58	Clothing	3	25
CUST756	756	2023-08-27	Female	62	Electronics	4	300
CUST757	757	2023-12-25	Female	43	Electronics	4	300
CUST758	758	2023-05-12	Male	64	Clothing	4	25
CUST759	759	2023-07-08	Male	49	Electronics	2	50
CUST760	760	2023-03-27	Male	27	Beauty	1	500
CUST761	761	2023-11-07	Female	33	Clothing	1	500
CUST762	762	2023-11-07	Female	24	Electronics	2	25
CUST763	763	2023-02-28	Male	34	Clothing	2	25
CUST764	764	2023-03-25	Female	40	Clothing	1	25
CUST765	765	2023-06-09	Male	43	Clothing	4	50
CUST766	766	2023-02-25	Male	38	Electronics	3	300
CUST767	767	2023-10-24	Male	39	Beauty	3	25
CUST768	768	2023-01-14	Female	24	Beauty	3	25
CUST769	769	2023-06-09	Female	31	Electronics	4	30
CUST770	770	2023-10-22	Male	32	Clothing	1	50
CUST771	771	2023-12-13	Male	24	Electronics	2	25
CUST772	772	2023-07-12	Male	26	Electronics	1	30
CUST773	773	2023-07-23	Male	25	Electronics	4	500
CUST774	774	2023-04-12	Female	40	Clothing	2	25
CUST775	775	2023-02-08	Female	46	Electronics	4	25
CUST776	776	2023-10-31	Male	35	Clothing	3	30
CUST777	777	2023-12-20	Male	48	Electronics	3	50
CUST778	778	2023-11-18	Female	47	Beauty	4	25
CUST779	779	2023-05-05	Female	56	Electronics	2	500
CUST780	780	2023-02-22	Male	52	Electronics	2	25
CUST781	781	2023-12-23	Male	35	Beauty	1	500
CUST782	782	2023-06-04	Male	59	Clothing	3	300
CUST783	783	2023-12-17	Female	56	Clothing	1	300
CUST784	784	2023-11-04	Female	34	Electronics	1	500
CUST785	785	2023-03-03	Female	31	Beauty	4	50
CUST786	786	2023-10-17	Male	48	Clothing	4	25
CUST787	787	2023-01-22	Male	41	Electronics	1	25
CUST788	788	2023-06-27	Female	52	Beauty	3	300
CUST789	789	2023-09-30	Female	61	Clothing	4	500
CUST790	790	2023-08-08	Male	62	Clothing	1	25
CUST791	791	2023-12-05	Female	51	Beauty	1	25
CUST792	792	2023-07-09	Female	20	Beauty	1	50
CUST793	793	2023-02-05	Male	54	Beauty	1	30
CUST794	794	2023-09-17	Female	60	Beauty	1	300
CUST795	795	2023-11-28	Male	57	Electronics	1	300
CUST796	796	2023-06-24	Male	43	Beauty	4	30
CUST797	797	2023-01-07	Male	40	Clothing	3	25
CUST798	798	2023-08-04	Male	61	Clothing	1	50
CUST799	799	2023-09-08	Male	56	Electronics	2	50
CUST800	800	2023-02-24	Male	32	Clothing	4	300
CUST801	801	2023-08-10	Male	21	Clothing	4	50
CUST802	802	2023-07-05	Female	46	Beauty	1	30
CUST803	803	2023-11-22	Male	39	Clothing	4	25
CUST804	804	2023-08-24	Male	42	Electronics	1	30
CUST805	805	2023-12-29	Female	30	Beauty	3	500
CUST806	806	2023-03-20	Female	35	Beauty	3	300
CUST807	807	2023-08-11	Female	50	Electronics	4	50
CUST808	808	2023-04-01	Male	33	Beauty	4	500
CUST809	809	2023-09-25	Female	62	Beauty	2	50
CUST810	810	2023-11-30	Male	59	Electronics	4	25
CUST811	811	2023-05-19	Male	61	Beauty	2	25
CUST812	812	2023-11-12	Male	19	Electronics	3	25
CUST813	813	2023-10-03	Male	52	Electronics	3	50
CUST814	814	2023-09-05	Female	59	Clothing	1	500
CUST815	815	2023-08-27	Female	51	Clothing	3	25
CUST816	816	2023-08-12	Male	47	Beauty	2	500
CUST817	817	2023-10-31	Male	30	Beauty	4	50
CUST818	818	2023-05-18	Male	30	Electronics	1	500
CUST819	819	2023-06-15	Female	35	Beauty	2	50
CUST820	820	2023-05-06	Male	49	Electronics	4	50
CUST821	821	2023-02-14	Male	49	Electronics	1	300
CUST822	822	2023-05-23	Female	52	Beauty	3	50
CUST823	823	2023-08-19	Female	56	Electronics	2	50
CUST824	824	2023-05-05	Male	63	Clothing	4	30
CUST825	825	2023-08-26	Female	46	Beauty	1	25
CUST826	826	2023-10-19	Female	46	Clothing	1	300
CUST827	827	2023-11-09	Male	61	Beauty	3	300
CUST828	828	2023-12-09	Female	33	Electronics	4	300
CUST829	829	2023-07-14	Male	61	Beauty	3	30
CUST830	830	2023-06-22	Female	64	Clothing	3	50
CUST831	831	2023-01-15	Male	27	Electronics	4	25
CUST832	832	2023-09-11	Male	47	Beauty	4	500
CUST833	833	2023-06-16	Male	42	Beauty	4	50
CUST834	834	2023-04-04	Female	56	Beauty	2	30
CUST835	835	2023-09-07	Male	37	Clothing	4	50
CUST836	836	2023-04-19	Female	22	Clothing	1	50
CUST837	837	2023-07-01	Male	18	Beauty	3	30
CUST838	838	2023-05-13	Male	47	Electronics	2	300
CUST839	839	2023-06-24	Female	20	Electronics	4	300
CUST840	840	2023-05-24	Male	62	Clothing	2	25
CUST841	841	2023-11-02	Male	31	Electronics	4	25
CUST842	842	2023-12-26	Female	47	Clothing	2	300
CUST843	843	2023-05-22	Male	21	Beauty	3	500
CUST844	844	2023-10-12	Male	35	Clothing	3	50
CUST845	845	2023-01-06	Male	54	Clothing	1	500
CUST846	846	2023-09-22	Male	42	Beauty	1	50
CUST847	847	2023-04-08	Female	18	Electronics	4	300
CUST848	848	2023-02-13	Female	63	Clothing	3	25
CUST849	849	2023-05-04	Male	32	Clothing	2	25
CUST850	850	2023-07-28	Female	26	Beauty	2	500
CUST851	851	2023-09-08	Male	32	Electronics	2	25
CUST852	852	2023-10-12	Female	41	Clothing	1	300
CUST853	853	2023-05-04	Male	21	Beauty	2	500
CUST854	854	2023-12-20	Male	29	Clothing	1	50
CUST855	855	2023-09-01	Male	54	Beauty	1	25
CUST856	856	2023-11-27	Male	54	Electronics	4	30
CUST857	857	2023-12-31	Male	60	Electronics	2	25
CUST858	858	2023-09-09	Male	23	Electronics	2	50
CUST859	859	2023-08-18	Female	56	Electronics	3	500
CUST860	860	2023-01-09	Male	63	Clothing	4	50
CUST861	861	2023-02-17	Female	41	Clothing	3	30
CUST862	862	2023-05-31	Male	28	Electronics	4	300
CUST863	863	2023-04-24	Female	30	Electronics	2	25
CUST864	864	2023-07-27	Female	51	Electronics	1	500
CUST865	865	2023-12-21	Female	42	Clothing	1	300
CUST866	866	2023-05-05	Male	24	Electronics	1	50
CUST867	867	2023-06-06	Male	21	Electronics	1	500
CUST868	868	2023-12-06	Female	25	Electronics	1	300
CUST869	869	2023-10-25	Male	37	Beauty	3	500
CUST870	870	2023-07-08	Female	46	Electronics	4	30
CUST871	871	2023-08-31	Male	62	Beauty	2	30
CUST872	872	2023-10-11	Female	63	Beauty	3	25
CUST873	873	2023-09-29	Female	27	Electronics	4	25
CUST874	874	2023-06-26	Male	60	Beauty	1	30
CUST875	875	2023-08-06	Female	51	Electronics	4	500
CUST876	876	2023-10-09	Male	43	Clothing	4	30
CUST877	877	2023-06-19	Female	58	Clothing	1	25
CUST878	878	2023-06-30	Female	20	Clothing	1	30
CUST879	879	2023-12-26	Male	23	Clothing	1	30
CUST880	880	2023-08-21	Male	22	Beauty	2	500
CUST881	881	2023-05-19	Male	22	Electronics	1	300
CUST882	882	2023-06-06	Female	64	Electronics	2	25
CUST883	883	2023-05-09	Male	40	Electronics	1	500
CUST884	884	2023-04-29	Female	26	Clothing	2	30
CUST885	885	2023-03-03	Female	52	Clothing	4	30
CUST886	886	2023-04-09	Male	37	Electronics	3	300
CUST887	887	2023-06-11	Male	59	Clothing	4	25
CUST888	888	2023-03-03	Female	52	Electronics	4	25
CUST889	889	2023-10-02	Female	35	Electronics	1	50
CUST890	890	2023-12-20	Male	34	Electronics	2	25
CUST891	891	2023-04-05	Male	41	Electronics	3	300
CUST892	892	2023-04-09	Male	20	Electronics	1	50
CUST893	893	2023-04-21	Male	49	Electronics	1	50
CUST894	894	2023-09-05	Male	52	Electronics	1	30
CUST895	895	2023-05-22	Female	55	Clothing	4	30
CUST896	896	2023-10-29	Female	30	Electronics	2	25
CUST897	897	2023-09-26	Female	64	Electronics	2	50
CUST898	898	2023-11-02	Female	42	Clothing	3	30
CUST899	899	2023-05-25	Male	26	Clothing	2	300
CUST900	900	2023-02-21	Male	21	Clothing	2	30
CUST901	901	2023-04-10	Male	31	Electronics	1	30
CUST902	902	2023-06-01	Female	54	Beauty	1	50
CUST903	903	2023-04-27	Female	51	Beauty	4	50
CUST904	904	2023-07-04	Male	28	Clothing	1	500
CUST905	905	2023-04-02	Male	58	Beauty	1	300
CUST906	906	2023-06-04	Female	20	Clothing	1	50
CUST907	907	2023-01-08	Female	45	Electronics	1	25
CUST908	908	2023-12-29	Male	46	Beauty	4	300
CUST909	909	2023-10-01	Male	26	Electronics	1	300
CUST910	910	2023-03-06	Female	20	Beauty	3	50
CUST911	911	2023-05-21	Male	42	Electronics	3	300
CUST912	912	2023-01-24	Male	51	Beauty	3	50
CUST913	913	2023-01-28	Male	29	Electronics	3	30
CUST914	914	2023-10-11	Female	59	Electronics	1	500
CUST915	915	2023-05-30	Female	26	Beauty	3	30
CUST916	916	2023-12-24	Female	32	Electronics	1	50
CUST917	917	2023-03-06	Female	57	Electronics	4	50
CUST918	918	2023-11-23	Female	42	Electronics	3	30
CUST919	919	2023-09-09	Female	22	Beauty	2	25
CUST920	920	2023-02-22	Female	28	Beauty	3	25
CUST921	921	2023-01-07	Male	51	Electronics	3	25
CUST922	922	2023-10-21	Male	41	Electronics	1	50
CUST923	923	2023-05-26	Male	32	Beauty	3	300
CUST924	924	2023-08-29	Male	55	Beauty	2	50
CUST925	925	2023-09-03	Male	25	Electronics	1	300
CUST926	926	2023-08-14	Male	22	Electronics	1	30
CUST927	927	2023-06-24	Male	43	Electronics	4	500
CUST928	928	2023-04-05	Female	35	Clothing	4	300
CUST929	929	2023-01-27	Female	23	Beauty	3	25
CUST930	930	2023-05-10	Male	54	Clothing	4	50
CUST931	931	2023-09-02	Male	30	Beauty	4	30
CUST932	932	2023-02-28	Female	45	Beauty	4	25
CUST933	933	2023-02-03	Male	22	Beauty	1	30
CUST934	934	2023-07-25	Male	30	Beauty	1	500
CUST935	935	2023-09-09	Female	34	Beauty	1	50
CUST936	936	2023-02-07	Male	57	Beauty	4	50
CUST937	937	2023-10-23	Female	62	Beauty	1	500
CUST938	938	2023-11-19	Male	49	Clothing	4	50
CUST939	939	2023-12-18	Female	46	Electronics	1	300
CUST940	940	2023-01-28	Female	20	Electronics	1	30
CUST941	941	2023-03-19	Female	57	Clothing	2	25
CUST942	942	2023-03-18	Male	51	Clothing	3	500
CUST943	943	2023-10-16	Female	57	Clothing	4	300
CUST944	944	2023-06-05	Male	44	Clothing	2	25
CUST945	945	2023-02-13	Male	30	Beauty	1	25
CUST946	946	2023-05-08	Male	62	Electronics	4	500
CUST947	947	2023-03-02	Male	50	Beauty	1	300
CUST948	948	2023-10-13	Female	23	Electronics	3	25
CUST949	949	2023-08-02	Female	41	Electronics	2	25
CUST950	950	2023-11-07	Male	36	Clothing	3	300
CUST951	951	2023-11-02	Male	33	Beauty	2	50
CUST952	952	2023-11-13	Female	57	Clothing	1	25
CUST953	953	2023-04-26	Male	45	Beauty	3	30
CUST954	954	2023-09-25	Female	50	Electronics	3	300
CUST955	955	2023-07-14	Male	58	Clothing	1	25
CUST956	956	2023-08-19	Male	30	Clothing	3	500
CUST957	957	2023-08-15	Female	60	Electronics	4	30
CUST958	958	2023-06-02	Male	62	Electronics	2	25
CUST959	959	2023-10-29	Female	42	Electronics	2	30
CUST960	960	2023-08-08	Male	59	Clothing	2	30
CUST961	961	2023-06-06	Male	53	Beauty	4	50
CUST962	962	2023-10-19	Male	44	Clothing	2	30
CUST963	963	2023-11-14	Female	55	Beauty	1	50
CUST964	964	2023-01-31	Male	24	Clothing	3	300
CUST965	965	2023-11-09	Male	22	Clothing	4	50
CUST966	966	2023-02-20	Male	60	Electronics	2	500
CUST967	967	2023-04-17	Male	62	Beauty	1	25
CUST968	968	2023-11-17	Female	48	Clothing	3	300
CUST969	969	2023-04-19	Female	40	Clothing	3	300
CUST970	970	2023-05-16	Male	59	Electronics	4	500
CUST971	971	2023-12-05	Female	27	Electronics	4	50
CUST972	972	2023-02-11	Male	49	Beauty	4	25
CUST973	973	2023-03-22	Male	60	Clothing	1	50
CUST974	974	2023-05-03	Male	47	Beauty	1	30
CUST975	975	2023-03-30	Female	56	Clothing	4	50
CUST976	976	2023-10-10	Female	48	Beauty	2	300
CUST977	977	2023-02-08	Female	35	Electronics	3	25
CUST978	978	2023-03-22	Female	53	Clothing	3	50
CUST979	979	2023-01-02	Female	19	Beauty	1	25
CUST980	980	2023-07-29	Female	31	Electronics	3	25
CUST981	981	2023-08-19	Female	30	Electronics	2	30
CUST982	982	2023-12-19	Female	46	Beauty	3	30
CUST983	983	2023-11-01	Female	29	Clothing	1	300
CUST984	984	2023-08-29	Male	56	Clothing	1	500
CUST985	985	2023-05-30	Female	19	Electronics	2	25
CUST986	986	2023-01-17	Female	49	Clothing	2	500
CUST987	987	2023-04-29	Female	30	Clothing	3	300
CUST988	988	2023-05-28	Female	63	Clothing	3	25
CUST989	989	2023-12-28	Female	44	Electronics	1	25
CUST990	990	2023-05-25	Female	58	Beauty	2	500
CUST991	991	2023-12-26	Female	34	Clothing	2	50
CUST992	992	2023-08-21	Female	57	Electronics	2	30
CUST993	993	2023-02-06	Female	48	Electronics	3	50
CUST994	994	2023-12-18	Female	51	Beauty	2	500
CUST995	995	2023-04-30	Female	41	Clothing	1	30
CUST996	996	2023-05-16	Male	62	Clothing	1	50
CUST997	997	2023-11-17	Male	52	Beauty	3	30
CUST998	998	2023-10-29	Female	23	Beauty	4	25
CUST999	999	2023-12-05	Female	36	Electronics	3	50
CUST1000	1000	2023-04-12	Male	47	Electronics	4	30
